dt,sensor,value
2019-01-01 00:01:40,y1,0.4984169682477623
2019-01-01 00:01:40,y2,0.4979957282267899
2019-01-01 00:01:40,y3,0.489909590960774
2019-01-01 00:01:40,y4,0.4503632544389714
2019-01-01 00:01:50,y4,0.4429836651148742
2019-01-01 00:01:50,y3,0.4878579744067389
2019-01-01 00:01:50,y1,0.4981358839646822
2019-01-01 00:01:50,u2,0.16967844344195118
2019-01-01 00:01:50,u1,0.2270075102137792
2019-01-01 00:01:50,y2,0.4973090467500882
2019-01-01 00:02:00,u1,0.223274838952784
2019-01-01 00:02:00,u2,0.11387459067592293
2019-01-01 00:02:00,y1,0.4977923261147414
2019-01-01 00:02:00,y2,0.4965287305811326
2019-01-01 00:02:00,y3,0.483678907729341
2019-01-01 00:02:00,y4,0.4353915833087528
2019-01-01 00:02:10,u2,0.05807073790989465
2019-01-01 00:02:10,u1,0.2195421676917889
2019-01-01 00:02:10,y1,0.4973708136916596
2019-01-01 00:02:10,y2,0.4956282764558204
2019-01-01 00:02:10,y3,0.4793807024321569
2019-01-01 00:02:10,y4,0.4251590588136176
2019-01-01 00:02:20,y2,0.4945663688765447
2019-01-01 00:02:20,y1,0.4968612891755718
2019-01-01 00:02:20,y3,0.4752543931618955
2019-01-01 00:02:20,u1,0.2274251714600217
2019-01-01 00:02:20,u2,0.008
2019-01-01 00:02:20,y4,0.4115698152054545
2019-01-01 00:02:30,y4,0.39788069648625657
2019-01-01 00:02:30,y2,0.4933196884764871
2019-01-01 00:02:30,y3,0.4715848298663637
2019-01-01 00:02:30,u2,0.008
2019-01-01 00:02:30,u1,0.2353081752282546
2019-01-01 00:02:30,y1,0.4962627918962582
2019-01-01 00:02:40,u1,0.2679159019718735
2019-01-01 00:02:40,u2,0.008
2019-01-01 00:02:40,y1,0.4955849290077374
2019-01-01 00:02:40,y2,0.4918930663681865
2019-01-01 00:02:40,y3,0.4689797492883586
2019-01-01 00:02:40,y4,0.3844298052337555
2019-01-01 00:02:50,y4,0.3712170196363194
2019-01-01 00:02:50,y3,0.4680337172428219
2019-01-01 00:02:50,y2,0.490294124448266
2019-01-01 00:02:50,u2,0.008
2019-01-01 00:02:50,u1,0.3005236287154923
2019-01-01 00:02:50,y1,0.4948476746751311
2019-01-01 00:03:00,u1,0.1967207769563706
2019-01-01 00:03:00,u2,0.008
2019-01-01 00:03:00,y1,0.4940584880610746
2019-01-01 00:03:00,y2,0.4885273297053183
2019-01-01 00:03:00,y3,0.4653282096520989
2019-01-01 00:03:00,y4,0.35824221364844844
2019-01-01 00:03:10,y4,0.34550525676860183
2019-01-01 00:03:10,y2,0.4865825243326469
2019-01-01 00:03:10,y3,0.4575181423326447
2019-01-01 00:03:10,u2,0.008
2019-01-01 00:03:10,u1,0.09291792519724892
2019-01-01 00:03:10,y1,0.4931664237268094
2019-01-01 00:03:20,u1,0.20107104023270286
2019-01-01 00:03:20,u2,0.008
2019-01-01 00:03:20,y1,0.4921298130410589
2019-01-01 00:03:20,y2,0.4844518491473063
2019-01-01 00:03:20,y3,0.44995710239047737
2019-01-01 00:03:20,y4,0.33300601380134354
2019-01-01 00:03:30,y4,0.32074434460240786
2019-01-01 00:03:30,y2,0.4821505429836816
2019-01-01 00:03:30,y3,0.4478830043209738
2019-01-01 00:03:30,u2,0.008
2019-01-01 00:03:30,u1,0.3092241552681567
2019-01-01 00:03:30,y1,0.4909994588595162
2019-01-01 00:03:40,u1,0.2241060096346528
2019-01-01 00:03:40,u2,0.008
2019-01-01 00:03:40,y1,0.4898269626824002
2019-01-01 00:03:40,y2,0.4796940240096826
2019-01-01 00:03:40,y3,0.4464008604736537
2019-01-01 00:03:40,y4,0.3087201038051369
2019-01-01 00:03:50,y4,0.2969331405265704
2019-01-01 00:03:50,y3,0.4407223166097334
2019-01-01 00:03:50,y2,0.4770763329371068
2019-01-01 00:03:50,y1,0.4885784861534029
2019-01-01 00:03:50,u1,0.13898786400114874
2019-01-01 00:03:50,u2,0.008
2019-01-01 00:04:00,u1,0.14534625036700885
2019-01-01 00:04:00,u2,0.008
2019-01-01 00:04:00,y1,0.4872099784545192
2019-01-01 00:04:00,y2,0.4742889440230098
2019-01-01 00:04:00,y3,0.43319141184804777
2019-01-01 00:04:00,y4,0.285383298051275
2019-01-01 00:04:10,y4,0.2740704134907846
2019-01-01 00:04:10,y3,0.4261014009043788
2019-01-01 00:04:10,y2,0.4713335716056606
2019-01-01 00:04:10,u2,0.008
2019-01-01 00:04:10,u1,0.15170463673286896
2019-01-01 00:04:10,y1,0.4857183969246079
2019-01-01 00:04:20,u1,0.16740072227632274
2019-01-01 00:04:20,u2,0.008
2019-01-01 00:04:20,y1,0.4841118874491957
2019-01-01 00:04:20,y2,0.4682147156845871
2019-01-01 00:04:20,y3,0.41967799844307496
2019-01-01 00:04:20,y4,0.2629943174162723
2019-01-01 00:04:30,y4,0.25215483346179624
2019-01-01 00:04:30,y3,0.41414157177713595
2019-01-01 00:04:30,y2,0.4649378974148498
2019-01-01 00:04:30,u2,0.008
2019-01-01 00:04:30,u1,0.18309680781977652
2019-01-01 00:04:30,y1,0.4824027217331142
2019-01-01 00:04:40,u1,0.23071902470648484
2019-01-01 00:04:40,u2,0.008
2019-01-01 00:04:40,y1,0.4806077246534896
2019-01-01 00:04:40,y2,0.461509767039735
2019-01-01 00:04:40,y3,0.4102712434535679
2019-01-01 00:04:40,y4,0.2415517778951385
2019-01-01 00:04:50,y4,0.2311849591528917
2019-01-01 00:04:50,y3,0.4088278646694181
2019-01-01 00:04:50,y2,0.4579405269081255
2019-01-01 00:04:50,y1,0.4787579648433872
2019-01-01 00:04:50,u1,0.2783412415931931
2019-01-01 00:04:50,u2,0.008
2019-01-01 00:05:00,u1,0.35589462144462164
2019-01-01 00:05:00,u2,0.008
2019-01-01 00:05:00,y1,0.4768908137251083
2019-01-01 00:05:00,y2,0.4542419461436405
2019-01-01 00:05:00,y3,0.4105138574468402
2019-01-01 00:05:00,y4,0.22105417733602534
2019-01-01 00:05:10,y3,0.41601538461074544
2019-01-01 00:05:10,y4,0.21145417980090853
2019-01-01 00:05:10,y2,0.4504297298649658
2019-01-01 00:05:10,u2,0.03852016793523744
2019-01-01 00:05:10,y1,0.4750561724511025
2019-01-01 00:05:10,u1,0.4334480012960501
2019-01-01 00:05:20,u1,0.5495603786152963
2019-01-01 00:05:20,u2,0.008
2019-01-01 00:05:20,y1,0.4733109582725308
2019-01-01 00:05:20,y2,0.4465273742702969
2019-01-01 00:05:20,y3,0.4262265035071035
2019-01-01 00:05:20,y4,0.2019642683283104
2019-01-01 00:05:30,y4,0.19252886236101294
2019-01-01 00:05:30,y3,0.4420228940510355
2019-01-01 00:05:30,y2,0.4425461470946279
2019-01-01 00:05:30,u2,0.008
2019-01-01 00:05:30,u1,0.6656727559345424
2019-01-01 00:05:30,y1,0.47172187666905
2019-01-01 00:05:40,u1,0.5876326295739521
2019-01-01 00:05:40,u2,0.008
2019-01-01 00:05:40,y1,0.4703354597333558
2019-01-01 00:05:40,y2,0.4385000404559046
2019-01-01 00:05:40,y3,0.45848895638407394
2019-01-01 00:05:40,y4,0.18332861053969293
2019-01-01 00:05:50,y3,0.4708173759612623
2019-01-01 00:05:50,y4,0.17436326259087176
2019-01-01 00:05:50,y2,0.4343813904158784
2019-01-01 00:05:50,y1,0.4691115640078226
2019-01-01 00:05:50,u2,0.008
2019-01-01 00:05:50,u1,0.5095925032133621
2019-01-01 00:06:00,u1,0.4757582416254135
2019-01-01 00:06:00,u2,0.008
2019-01-01 00:06:00,y1,0.4679972711188412
2019-01-01 00:06:00,y2,0.4301793408348572
2019-01-01 00:06:00,y3,0.4801768283391729
2019-01-01 00:06:00,y4,0.16563255581031058
2019-01-01 00:06:10,y4,0.1571362141292888
2019-01-01 00:06:10,y3,0.4877095688701912
2019-01-01 00:06:10,y2,0.4258884908950784
2019-01-01 00:06:10,y1,0.46696147129307597
2019-01-01 00:06:10,u2,0.008
2019-01-01 00:06:10,u1,0.44192398003746497
2019-01-01 00:06:20,u1,0.4737795306410662
2019-01-01 00:06:20,u2,0.008
2019-01-01 00:06:20,y1,0.4659861945546416
2019-01-01 00:06:20,y2,0.42150672817611934
2019-01-01 00:06:20,y3,0.4950790310481935
2019-01-01 00:06:20,y4,0.14887394708630894
2019-01-01 00:06:30,y4,0.14084544869209725
2019-01-01 00:06:30,y3,0.5039137752098461
2019-01-01 00:06:30,y2,0.4170389321430697
2019-01-01 00:06:30,u2,0.008
2019-01-01 00:06:30,u1,0.5056350812446672
2019-01-01 00:06:30,y1,0.4650814315556104
2019-01-01 00:06:40,y3,0.5124229562589306
2019-01-01 00:06:40,y2,0.4124896746594205
2019-01-01 00:06:40,y4,0.13305039617387404
2019-01-01 00:06:40,u2,0.008
2019-01-01 00:06:40,u1,0.4663533261512104
2019-01-01 00:06:40,y1,0.4642559446843341
2019-01-01 00:06:50,u1,0.4270715710577535
2019-01-01 00:06:50,u2,0.008
2019-01-01 00:06:50,y1,0.4634891899551135
2019-01-01 00:06:50,y2,0.4078562058367948
2019-01-01 00:06:50,y3,0.5188524850244042
2019-01-01 00:06:50,y4,0.12548844858262598
2019-01-01 00:07:00,y3,0.5254894066923944
2019-01-01 00:07:00,y2,0.4031420220178853
2019-01-01 00:07:00,y4,0.11889121068437085
2019-01-01 00:07:00,u2,0.04277323289882678
2019-01-01 00:07:00,u1,0.4784342578098912
2019-01-01 00:07:00,y1,0.4627650934631601
2019-01-01 00:07:10,u1,0.5297969445620287
2019-01-01 00:07:10,u2,0.08438899149894631
2019-01-01 00:07:10,y1,0.4621130348998699
2019-01-01 00:07:10,y2,0.398393388322074
2019-01-01 00:07:10,y3,0.5345744010374889
2019-01-01 00:07:10,y4,0.11451055484367392
2019-01-01 00:07:20,y4,0.11169365585478153
2019-01-01 00:07:20,y3,0.544688453563767
2019-01-01 00:07:20,y2,0.393666513190841
2019-01-01 00:07:20,y1,0.4615670681969814
2019-01-01 00:07:20,u1,0.525551985440156
2019-01-01 00:07:20,u2,0.10076347677808717
2019-01-01 00:07:30,u1,0.5213070263182833
2019-01-01 00:07:30,u2,0.11713796205722805
2019-01-01 00:07:30,y1,0.4611326658977534
2019-01-01 00:07:30,y2,0.38898980750844797
2019-01-01 00:07:30,y3,0.5544412074991235
2019-01-01 00:07:30,y4,0.1097737991114166
2019-01-01 00:07:40,y4,0.10936361775925099
2019-01-01 00:07:40,y2,0.3843889693318534
2019-01-01 00:07:40,y3,0.5626711670808334
2019-01-01 00:07:40,u2,0.15945684477406702
2019-01-01 00:07:40,u1,0.4701060583474478
2019-01-01 00:07:40,y1,0.460805308599168
2019-01-01 00:07:50,y4,0.11104790463459772
2019-01-01 00:07:50,y3,0.5682392190558325
2019-01-01 00:07:50,y2,0.3799068651333484
2019-01-01 00:07:50,u1,0.4189050903766123
2019-01-01 00:07:50,u2,0.201775727490906
2019-01-01 00:07:50,y1,0.460568310445274
2019-01-01 00:08:00,u1,0.3701129851060079
2019-01-01 00:08:00,u2,0.2409474187954932
2019-01-01 00:08:00,y1,0.4604025768602608
2019-01-01 00:08:00,y2,0.3755874574065991
2019-01-01 00:08:00,y3,0.5712446299528684
2019-01-01 00:08:00,y4,0.11468069061961758
2019-01-01 00:08:10,u1,0.3213208798354035
2019-01-01 00:08:10,u2,0.28011911010008034
2019-01-01 00:08:10,y1,0.4602894993066622
2019-01-01 00:08:10,y2,0.37146813738619866
2019-01-01 00:08:10,y3,0.571784494151602
2019-01-01 00:08:10,y4,0.12012379585607558
2019-01-01 00:08:20,y3,0.5719664287860979
2019-01-01 00:08:20,y2,0.3675698900403795
2019-01-01 00:08:20,y4,0.1257464382867253
2019-01-01 00:08:20,u2,0.25553931534690466
2019-01-01 00:08:20,u1,0.3558037086976023
2019-01-01 00:08:20,y1,0.4602151553227635
2019-01-01 00:08:30,u1,0.3902865375598011
2019-01-01 00:08:30,u2,0.2309595205937289
2019-01-01 00:08:30,y1,0.4601846594935887
2019-01-01 00:08:30,y2,0.3638673147609312
2019-01-01 00:08:30,y3,0.5738573048444592
2019-01-01 00:08:30,y4,0.1299859967918783
2019-01-01 00:08:40,y4,0.1339684050563141
2019-01-01 00:08:40,y3,0.5757016264378175
2019-01-01 00:08:40,y2,0.3603339928379643
2019-01-01 00:08:40,y1,0.4602036200955434
2019-01-01 00:08:40,u1,0.35520301552049904
2019-01-01 00:08:40,u2,0.2500807374813357
2019-01-01 00:08:50,u1,0.3201194934811969
2019-01-01 00:08:50,u2,0.26920195436894256
2019-01-01 00:08:50,y1,0.4602597162664822
2019-01-01 00:08:50,y2,0.3569733897070068
2019-01-01 00:08:50,y3,0.5757777836945087
2019-01-01 00:08:50,y4,0.1387739725661968
2019-01-01 00:09:00,y4,0.14395022812550745
2019-01-01 00:09:00,y2,0.3537916390051721
2019-01-01 00:09:00,y3,0.5742747288365647
2019-01-01 00:09:00,u2,0.2709281430844166
2019-01-01 00:09:00,u1,0.29160082427339884
2019-01-01 00:09:00,y1,0.4603361329736925
2019-01-01 00:09:10,u1,0.26308215506560073
2019-01-01 00:09:10,u2,0.2726543317998906
2019-01-01 00:09:10,y1,0.4604155402502026
2019-01-01 00:09:10,y2,0.3507811968931228
2019-01-01 00:09:10,y3,0.5713779220619962
2019-01-01 00:09:10,y4,0.14906263834041952
2019-01-01 00:09:20,y4,0.15455390397229815
2019-01-01 00:09:20,y3,0.5698699878467836
2019-01-01 00:09:20,y2,0.3479376359337364
2019-01-01 00:09:20,y1,0.4604924784210139
2019-01-01 00:09:20,u1,0.3455955008154506
2019-01-01 00:09:20,u2,0.292079717083846
2019-01-01 00:09:30,u1,0.4281088465653004
2019-01-01 00:09:30,u2,0.3115051023678013
2019-01-01 00:09:30,y1,0.4606076306779838
2019-01-01 00:09:30,y2,0.3452801514901542
2019-01-01 00:09:30,y3,0.5724795743827246
2019-01-01 00:09:30,y4,0.16085046870601338
2019-01-01 00:09:40,y4,0.16741519043627295
2019-01-01 00:09:40,y3,0.5797689946381788
2019-01-01 00:09:40,y2,0.34282896786861206
2019-01-01 00:09:40,u2,0.3100040849329113
2019-01-01 00:09:40,u1,0.5356258271117343
2019-01-01 00:09:40,y1,0.4608129714944174
2019-01-01 00:09:50,u1,0.6431428076581682
2019-01-01 00:09:50,u2,0.3085030674980213
2019-01-01 00:09:50,y1,0.4611639042700477
2019-01-01 00:09:50,y2,0.3405903861047403
2019-01-01 00:09:50,y3,0.5922902766798827
2019-01-01 00:09:50,y4,0.17373054229260934
2019-01-01 00:10:00,y4,0.17850377727621436
2019-01-01 00:10:00,y3,0.6069451348394741
2019-01-01 00:10:00,y2,0.3385554033162279
2019-01-01 00:10:00,u2,0.254447319328943
2019-01-01 00:10:00,u1,0.6290790787998106
2019-01-01 00:10:00,y1,0.4617004600660533
2019-01-01 00:10:10,y3,0.6206949090236256
2019-01-01 00:10:10,u1,0.6150153499414528
2019-01-01 00:10:10,u2,0.20039157115986467
2019-01-01 00:10:10,y1,0.4624060799365435
2019-01-01 00:10:10,y2,0.3366688430757638
2019-01-01 00:10:10,y4,0.1804856853293194
2019-01-01 00:10:20,y3,0.6352536220271787
2019-01-01 00:10:20,y4,0.18246376813967405
2019-01-01 00:10:20,y2,0.3348880327696459
2019-01-01 00:10:20,u1,0.6692339418837702
2019-01-01 00:10:20,u2,0.2558827861238686
2019-01-01 00:10:20,y1,0.4632628737906648
2019-01-01 00:10:30,u1,0.7234525338260877
2019-01-01 00:10:30,u2,0.3113740010878726
2019-01-01 00:10:30,y1,0.4642971729135659
2019-01-01 00:10:30,y2,0.33325279751928605
2019-01-01 00:10:30,y3,0.6523037459567234
2019-01-01 00:10:30,y4,0.1871302922614528
2019-01-01 00:10:40,y4,0.19072003084283648
2019-01-01 00:10:40,y3,0.6702034296963947
2019-01-01 00:10:40,y2,0.3317931498835621
2019-01-01 00:10:40,u2,0.2176758984254263
2019-01-01 00:10:40,u1,0.7129473272365451
2019-01-01 00:10:40,y1,0.4655319743587162
2019-01-01 00:10:50,u1,0.7024421206470025
2019-01-01 00:10:50,u2,0.12397779576298006
2019-01-01 00:10:50,y1,0.4669410812497503
2019-01-01 00:10:50,y2,0.33043270739918984
2019-01-01 00:10:50,y3,0.6873408592321844
2019-01-01 00:10:50,y4,0.18959378813696945
2019-01-01 00:11:00,y4,0.1878694559381152
2019-01-01 00:11:00,y3,0.701838533648355
2019-01-01 00:11:00,y2,0.32909858424269856
2019-01-01 00:11:00,u2,0.1916165309154332
2019-01-01 00:11:00,u1,0.6159798298072701
2019-01-01 00:11:00,y1,0.4684879649064338
2019-01-01 00:11:10,u1,0.5295175389675374
2019-01-01 00:11:10,u2,0.25925526606788635
2019-01-01 00:11:10,y1,0.470138452971412
2019-01-01 00:11:10,y2,0.32782163532048125
2019-01-01 00:11:10,y3,0.7118510380622403
2019-01-01 00:11:10,y4,0.18952771920378447
2019-01-01 00:11:20,y1,0.4718653072407459
2019-01-01 00:11:20,y4,0.1913250446400164
2019-01-01 00:11:20,y3,0.7203773527090792
2019-01-01 00:11:20,u2,0.19947723708880494
2019-01-01 00:11:20,u1,0.5611407095173006
2019-01-01 00:11:20,y2,0.32663748662690184
2019-01-01 00:11:30,y3,0.7303640659512596
2019-01-01 00:11:30,u1,0.5927638800670635
2019-01-01 00:11:30,u2,0.1396992081097235
2019-01-01 00:11:30,y1,0.4736618537390227
2019-01-01 00:11:30,y2,0.3255057738080294
2019-01-01 00:11:30,y4,0.19012604054484653
2019-01-01 00:11:40,y4,0.18774325971504727
2019-01-01 00:11:40,y2,0.324380117534716
2019-01-01 00:11:40,y3,0.7404478511953135
2019-01-01 00:11:40,u2,0.15000611433027006
2019-01-01 00:11:40,u1,0.5703415501118863
2019-01-01 00:11:40,y1,0.4755247107119195
2019-01-01 00:11:50,u1,0.5479192201567089
2019-01-01 00:11:50,u2,0.16031302055081656
2019-01-01 00:11:50,y1,0.4774438939073066
2019-01-01 00:11:50,y2,0.32325782241435624
2019-01-01 00:11:50,y3,0.7492887410176746
2019-01-01 00:11:50,y4,0.18592940045552334
2019-01-01 00:12:00,y4,0.18398437764156814
2019-01-01 00:12:00,y2,0.3221424325391821
2019-01-01 00:12:00,y3,0.7572846672976583
2019-01-01 00:12:00,u2,0.1429468792219631
2019-01-01 00:12:00,u1,0.5408182859666794
2019-01-01 00:12:00,y1,0.4794083853682583
2019-01-01 00:12:10,u1,0.5337173517766498
2019-01-01 00:12:10,u2,0.12558073789310964
2019-01-01 00:12:10,y1,0.481408109727947
2019-01-01 00:12:10,y2,0.3210200412225669
2019-01-01 00:12:10,y3,0.7648266848191839
2019-01-01 00:12:10,y4,0.1812317658908954
2019-01-01 00:12:20,y4,0.1764082063335382
2019-01-01 00:12:20,y3,0.7723258121477918
2019-01-01 00:12:20,y2,0.3198641761595229
2019-01-01 00:12:20,y1,0.4834325652108716
2019-01-01 00:12:20,u1,0.5428774375206794
2019-01-01 00:12:20,u2,0.05638193551042538
2019-01-01 00:12:30,u1,0.5520375232647091
2019-01-01 00:12:30,u2,0.008
2019-01-01 00:12:30,y1,0.4854680257463379
2019-01-01 00:12:30,y2,0.3186148615478259
2019-01-01 00:12:30,y3,0.7801861755923302
2019-01-01 00:12:30,y4,0.16849975593776018
2019-01-01 00:12:40,y4,0.16033565800440625
2019-01-01 00:12:40,y3,0.7864603846751933
2019-01-01 00:12:40,y2,0.31722848740408666
2019-01-01 00:12:40,u2,0.038839215809010376
2019-01-01 00:12:40,u1,0.4831385402045165
2019-01-01 00:12:40,y1,0.487499927527009
2019-01-01 00:12:50,u1,0.4142395571443239
2019-01-01 00:12:50,u2,0.09049529849027964
2019-01-01 00:12:50,y1,0.4895067649774464
2019-01-01 00:12:50,y2,0.3157291157597463
2019-01-01 00:12:50,y3,0.7892331746953606
2019-01-01 00:12:50,y4,0.15478441573938306
2019-01-01 00:13:00,y3,0.7879905979184696
2019-01-01 00:13:00,y4,0.14968180819892565
2019-01-01 00:13:00,y2,0.3141508379714217
2019-01-01 00:13:00,u2,0.0512164138771448
2019-01-01 00:13:00,u1,0.32295004031878
2019-01-01 00:13:00,y1,0.49146287382024395
2019-01-01 00:13:10,u1,0.2316605234932361
2019-01-01 00:13:10,u2,0.011937529264009957
2019-01-01 00:13:10,y1,0.4933193484994571
2019-01-01 00:13:10,y2,0.3124583490090122
2019-01-01 00:13:10,y3,0.7822273332962458
2019-01-01 00:13:10,y4,0.14278735437581294
2019-01-01 00:13:20,y4,0.1368428211861402
2019-01-01 00:13:20,y3,0.7769041412555261
2019-01-01 00:13:20,y2,0.310623956546495
2019-01-01 00:13:20,y1,0.4950436369024973
2019-01-01 00:13:20,u2,0.0811660563328134
2019-01-01 00:13:20,u1,0.3373661176282474
2019-01-01 00:13:30,u1,0.4430717117632588
2019-01-01 00:13:30,u2,0.15039458340161685
2019-01-01 00:13:30,y1,0.4966900774793592
2019-01-01 00:13:30,y2,0.3087212762490681
2019-01-01 00:13:30,y3,0.7768995976760771
2019-01-01 00:13:30,y4,0.13448334516798818
2019-01-01 00:13:40,y4,0.1330738941044179
2019-01-01 00:13:40,y3,0.7770719101801166
2019-01-01 00:13:40,y2,0.30682370508128165
2019-01-01 00:13:40,u2,0.117409854697013
2019-01-01 00:13:40,u1,0.3449094784150985
2019-01-01 00:13:40,y1,0.4983114516176335
2019-01-01 00:13:50,u1,0.24674724506693824
2019-01-01 00:13:50,u2,0.08442512599240913
2019-01-01 00:13:50,y1,0.4998715348779354
2019-01-01 00:13:50,y2,0.3049048646868859
2019-01-01 00:13:50,y3,0.7723646815254578
2019-01-01 00:13:50,y4,0.13008223040544914
2019-01-01 00:14:00,y1,0.5013322087556774
2019-01-01 00:14:00,y4,0.12621322841309515
2019-01-01 00:14:00,y3,0.7681326199577162
2019-01-01 00:14:00,u2,0.07796103528638786
2019-01-01 00:14:00,u1,0.361217318626416
2019-01-01 00:14:00,y2,0.3029244897848432
2019-01-01 00:14:10,y3,0.7696411753780166
2019-01-01 00:14:10,u1,0.475687392185894
2019-01-01 00:14:10,u2,0.07149694458036655
2019-01-01 00:14:10,y1,0.5027321451737938
2019-01-01 00:14:10,y2,0.3008821699682928
2019-01-01 00:14:10,y4,0.12214478043739226
2019-01-01 00:14:20,y3,0.7722113143404107
2019-01-01 00:14:20,y4,0.11807092607110885
2019-01-01 00:14:20,y2,0.2987847365590385
2019-01-01 00:14:20,u1,0.40509998632160543
2019-01-01 00:14:20,u2,0.07254471805730882
2019-01-01 00:14:20,y1,0.5041127682039561
2019-01-01 00:14:30,u1,0.33451258045731685
2019-01-01 00:14:30,u2,0.07359249153425111
2019-01-01 00:14:30,y1,0.5054544834142001
2019-01-01 00:14:30,y2,0.2966297001881009
2019-01-01 00:14:30,y3,0.7712420374922642
2019-01-01 00:14:30,y4,0.11417781034400525
2019-01-01 00:14:40,y4,0.10928716681314543
2019-01-01 00:14:40,y3,0.7679168238600299
2019-01-01 00:14:40,y2,0.2944030851429721
2019-01-01 00:14:40,u2,0.027135384093302267
2019-01-01 00:14:40,u1,0.30968164938304465
2019-01-01 00:14:40,y1,0.5067246601515871
2019-01-01 00:14:50,u1,0.28485071830877234
2019-01-01 00:14:50,u2,0.008
2019-01-01 00:14:50,y1,0.5078964717759897
2019-01-01 00:14:50,y2,0.2920544403666652
2019-01-01 00:14:50,y3,0.7633996402397933
2019-01-01 00:14:50,y4,0.10263458829560404
2019-01-01 00:15:00,y3,0.7576317245634223
2019-01-01 00:15:00,y4,0.09680296157872377
2019-01-01 00:15:00,y2,0.2895613929751032
2019-01-01 00:15:00,u1,0.2570503536635681
2019-01-01 00:15:00,u2,0.058947039728015814
2019-01-01 00:15:00,y1,0.5089536591898155
2019-01-01 00:15:10,u1,0.229249989018364
2019-01-01 00:15:10,u2,0.1372158028036782
2019-01-01 00:15:10,y1,0.509901915190302
2019-01-01 00:15:10,y2,0.2869922887404997
2019-01-01 00:15:10,y3,0.7505555290246051
2019-01-01 00:15:10,y4,0.09486285170590757
2019-01-01 00:15:20,y4,0.09423309102900937
2019-01-01 00:15:20,y3,0.7444677435660197
2019-01-01 00:15:20,y2,0.2844342742268986
2019-01-01 00:15:20,u1,0.2930275099115958
2019-01-01 00:15:20,u2,0.110152363200807
2019-01-01 00:15:20,y1,0.5107589712224915
2019-01-01 00:15:30,y2,0.2818806236722289
2019-01-01 00:15:30,y3,0.7416260597476115
2019-01-01 00:15:30,y4,0.0922966679976892
2019-01-01 00:15:30,y1,0.5115482221098054
2019-01-01 00:15:30,u1,0.3568050308048277
2019-01-01 00:15:30,u2,0.08308892359793578
2019-01-01 00:15:40,u1,0.34222218684748607
2019-01-01 00:15:40,u2,0.05059148877455598
2019-01-01 00:15:40,y1,0.5122871422384113
2019-01-01 00:15:40,y2,0.2792992097689891
